Ticker,Description,Last,Change,%,Change,Rating,Volume,Market,Capitalization,Price,to,Earnings,Ratio,(TTM),Basic,EPS,(TTM),Number,of,Employees,Sector
CPSH,CPS,Technologies,Corp.,5.415,-7.43589744,-0.435,Sell,406470,77556972.7955357,306.01092896,0.0193,104,Producer,Manufacturing,,,,,,,
CPT,Camden,Property,Trust,151.0325,0.80257625,1.2025,Buy,1710631,15197877474,120.23392743,1.2576,1700,Finance,,,,,,,,
CPUH,Compute,Health,Acquisition,Corp.,9.75,0.1026694,0.01,Neutral,1252727,1051171875,,,,Finance,,,,,,,
CQP,"Cheniere Energy Partners, LP",40.825,-0.88613741,-0.365,Sell,499205,19760284691.9188,21.28281378,1.9504,1519,Industrial,Services,,,,,,,,,
CR,Crane,Co.,94.58,0.73490255,0.69,Neutral,878721,5524279293.74877,16.04181748,6.0063,11000,Producer,Manufacturing,,,,,,,,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",1.13,-5.04201681,-0.06,Sell,3013498,141510895,,-0.8103,76,Health,Technology,,,,,,,,,
CRC,California,Resources,Corporation,41.99,6.76328502,2.66,Strong,Buy,5527037,3438118401.02204,0.92088667,45.8254,1000,Energy,Minerals,,,,,,
CRCT,"Cricut, Inc.",31.445,-10.00286205,-3.495,Sell,1642974,6988081912.02836,33.46712953,0.9218,,Distribution,Services,,,,,,,,,
CRDF,"Cardiff Oncology, Inc.",6.69,6.19047619,0.39,Sell,4721051,264603734.151376,,-0.6926,12,Health,Services,,,,,,,,,
CREE,"Cree, Inc.",88.175,1.79519741,1.555,Sell,3749475,10218707272.9863,,-4.672,3466,Electronic,Technology,,,,,,,,,
CREG,China,Recycling,Energy,Corporation,6.02,-8.23170732,-0.54,Sell,204474,39935667.6334405,4.39638111,1.4148,16,Utilities,,,,,,,
CREX,"Creative Realities, Inc.",1.32,-1.49253731,-0.02,Sell,277270,15704033.9076923,15.20467836,0.0856,75,Technology,Services,,,,,,,,,
CRHC,Cohn,Robbins,Holdings,Corp.,9.835,0.254842,0.025,Buy,679480,1017922497.99695,,-0.2294,,Finance,,,,,,,
CRI,"Carter's, Inc.",99.17,-3.04067266,-3.11,Sell,1747467,4364578432.164,12.85155183,7.7171,18000,Retail,Trade,,,,,,,,,
CRIS,"Curis, Inc.",8.355,-4.18577982,-0.365,Neutral,3702683,765287679.85509,,-0.4496,28,Health,Technology,,,,,,,,,
CRK,"Comstock Resources, Inc.",8.935,11.40897756,0.915,Buy,20240547,2080519108.98961,,-1.6247,204,Energy,Minerals,,,,,,,,,
CRL,"Charles River Laboratories International, Inc.",436.83,-0.94557823,-4.17,Buy,1552866,22014756686.8567,56.64841888,7.9381,18400,Commercial,Services,,,,,,,,,
CRM,Salesforce.com,Inc,259.28,0.80870918,2.08,Buy,16663665,253835123628.665,102.55835369,2.5607,56606,Technology,Services,,,,,,,,
CRMD,CorMedix,Inc.,4.625,-0.10799136,-0.005,Sell,744215,176149768.181818,,-0.7312,35,Health,Technology,,,,,,,,
CRNC,Cerence,Inc.,105.56,5.4756195,5.48,Neutral,1390522,4011965337.41753,98.21896754,1.2164,1500,Technology,Services,,,,,,,,
CRNT,Ceragon,Networks,Ltd.,3.72,1.08695652,0.04,Buy,1555889,310191291.7,,-0.0927,1019,Electronic,Technology,,,,,,,
CRNX,"Crinetics Pharmaceuticals, Inc.",23.135,-0.23717119,-0.055,Buy,752166,892170266.224255,,-2.6116,93,Health,Technology,,,,,,,,,
CROX,"Crocs, Inc.",158.88,10.24911526,14.77,Strong,Buy,15007852,9911812911.90734,15.36001279,10.1832,4600,Consumer,Non-Durables,,,,,,,,
CRS,Carpenter,Technology,Corporation,32.12,1.58127767,0.5,Sell,926065,1543917430.00667,,-4.7595,3900,Non-Energy,Minerals,,,,,,,
CRSP,CRISPR,Therapeutics,AG,117.0845,-3.02757992,-3.6555,Sell,3261459,8921978057.41452,22.95165394,5.6844,410,Health,Technology,,,,,,,
CRSR,"Corsair Gaming, Inc.",29.48,0.58000682,0.17,Sell,4586168,2765421404.18964,18.28143379,1.7037,2411,Technology,Services,,,,,,,,,
CRTD,Creatd,Inc.,3.34,8.44155844,0.26,Sell,3675471,45502667.1212121,,-5.4398,42,Technology,Services,,,,,,,,
CRTO,Criteo,S.A.,35.13,-1.70677112,-0.61,Sell,1437058,2143735306,25.16470925,1.4549,2594,Technology,Services,,,,,,,,
CRTX,"Cortexyme, Inc.",89.4,-1.84453228,-1.68,Buy,779313,2653909282.41601,,-2.9414,37,Health,Technology,,,,,,,,,
CRUS,"Cirrus Logic, Inc.",88.58,2.29818686,1.99,Strong,Buy,1091897,5102005958.03411,24.37841284,3.7288,1481,Electronic,Technology,,,,,,,,
CRVS,"Corvus Pharmaceuticals, Inc.",2.42,-2.41935484,-0.06,Sell,677302,102659209.947598,,-0.0211,42,Health,Technology,,,,,,,,,
CRWD,"CrowdStrike Holdings, Inc.",262.845,0.32251908,0.845,Buy,11348508,59994501189.0161,,-0.8302,3394,Technology,Services,,,,,,,,,
CRY,"CryoLife, Inc.",24.66,-0.68465566,-0.17,Sell,551236,969293664.884414,,-0.3002,1200,Health,Technology,,,,,,,,,
CSCO,"Cisco Systems, Inc.",57.38,-0.88098117,-0.51,Buy,79650236,242013688264.714,23.03413502,2.5089,79500,Technology,Services,,,,,,,,,
CSCW,Color,Star,Technology,Co.,Ltd.,0.9625,-19.79166667,-0.2375,Sell,4974156,86968265.2061856,,,,Consumer,Services,,,,,
CSGP,"CoStar Group, Inc.",89,-1.27565169,-1.15,Buy,3936337,35151008895.8066,152.78254895,0.5854,4752,Technology,Services,,,,,,,,,
CSGS,"CSG Systems International, Inc.",48.09,1.90718373,0.9,Strong,Buy,425653,1574590359.68458,23.63920649,2.0618,4807,Technology,Services,,,,,,,,
CSII,"Cardiovascular Systems, Inc.",36.1,2.41134752,0.85,Sell,424794,1451511548.31658,,-0.3452,780,Health,Technology,,,,,,,,,
CSIQ,Canadian,Solar,Inc.,36.74,1.04510451,0.38,Sell,2472861,2195189543.87021,48.28560421,0.8261,12774,Producer,Manufacturing,,,,,,,
CSL,Carlisle,Companies,Incorporated,198.32,-0.2615168,-0.52,Buy,972395,10337548646.8069,31.76235453,6.2709,13000,Producer,Manufacturing,,,,,,,
CSLT,"Castlight Health, Inc.",1.715,-5.76923077,-0.105,Sell,1918380,274831951.677711,,-0.0448,440,Technology,Services,,,,,,,,,
CSOD,"Cornerstone OnDemand, Inc.",57.23,0.05244755,0.03,Strong,Buy,5033554,3826269547.59,,-0.417,2900,Technology,Services,,,,,,,,
CSPR,Casper,Sleep,Inc.,4.985,-3.2038835,-0.165,Sell,2536896,206622036.840726,,-2.0996,442,Consumer,Durables,,,,,,,
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",24.69,5.06382979,1.19,Neutral,366092,400970484.793204,,-3.2957,99,Consumer,Services,,,,,,,,,
CSTL,"Castle Biosciences, Inc.",75.11,0.84586466,0.63,Buy,449003,1890320892.90953,,-0.987,201,Health,Services,,,,,,,,,
CSTM,Constellium,SE,20.5,0.68762279,0.14,Buy,1765798,2869658501.05465,12.94526499,1.6771,12000,Commercial,Services,,,,,,,,
CSV,"Carriage Services, Inc.",45.88,-0.47722343,-0.22,Buy,553691,817844296.698034,39.94176813,1.1489,2718,Consumer,Services,,,,,,,,,
CSWC,Capital,Southwest,Corporation,26.275,-4.24562682,-1.165,Buy,700009,583303720.166097,9.08244543,2.9001,21,Finance,,,,,,,,
CSX,CSX,Corporation,30.815,-0.4361874,-0.135,Neutral,40022215,69472297987.7433,20.91525424,1.4785,19300,Transportation,,,,,,,,,
CTAC,Cerberus,Telecom,Acquisition,Corp.,10.055,0.75150301,0.075,Buy,2501684,335534589.842,,-0.41,,Finance,,,,,,,
CTAS,Cintas,Corporation,398.45,-1.30291546,-5.26,Buy,1980906,41027297536.0103,38.9269607,10.5211,40000,Consumer,Services,,,,,,,,
CTEK,"CynergisTek, Inc.",1.9501,-2.00502513,-0.0399,Sell,244292,23636573.0072917,,-1.3842,107,Technology,Services,,,,,,,,,
CTHR,Charles,&,Colvard,Ltd.,2.74,-0.72463768,-0.02,Buy,344902,81961881.1870504,6.61589719,0.4356,51,Consumer,Durables,,,,,,
CTIB,Yunhong,CTI,Ltd.,1.955,-6.45933014,-0.135,Strong,Sell,407660,11508596.7617801,,-0.8714,366,Process,Industries,,,,,,
CTIC,CTI,BioPharma,Corp.,3.0235,-4.92138365,-0.1565,Buy,2502322,282122543.318914,,-0.793,23,Health,Technology,,,,,,,
CTK,CooTek,(Cayman),Inc.,1.43,-15.38461538,-0.26,Strong,Sell,386552,100805229,,-0.858,759,Technology,Services,,,,,,
CTLP,"Cantaloupe, Inc.",10,-2.43902439,-0.25,Sell,1201674,712580520.897044,,-0.1443,185,Electronic,Technology,,,,,,,,,
CTLT,"Catalent, Inc.",138.32,0.4794421,0.66,Buy,3996953,23655190567.6748,44.67060838,3.1277,17300,Health,Technology,,,,,,,,,
CTMX,"CytomX Therapeutics, Inc.",5.025,-1.85546875,-0.095,Sell,2507751,327413938.143863,,-1.1866,146,Health,Technology,,,,,,,,,
CTOS,"Custom Truck One Source, Inc.",9.525,5.48172757,0.495,Buy,2533707,2352286301.89297,,-0.9444,380,Finance,,,,,,,,,,
CTRE,"CareTrust REIT, Inc.",21.965,1.17457393,0.255,Sell,2600428,2094017347,24.56739526,0.8786,15,Finance,,,,,,,,,,
CTRM,Castor,Maritime,Inc.,2.6,20.37037037,0.44,Sell,39692027,233885215.396226,,-0.0137,1,Transportation,,,,,,,,
CTRN,"Citi Trends, Inc.",70.02,-11.66897944,-9.25,Sell,1226221,635550323.829384,9.85116437,7.1432,5200,Retail,Trade,,,,,,,,,
CTS,CTS,Corporation,32.03,0.43900909,0.14,Sell,771964,1038623185.58613,26.44891122,1.2043,3786,Electronic,Technology,,,,,,,,
CTSH,Cognizant,Technology,Solutions,Corporation,76.495,0.30815631,0.235,Buy,7344431,40205557128.8657,24.25318704,3.1593,289500,Technology,Services,,,,,,
CTSO,Cytosorbents,Corporation,8.43,-5.38720539,-0.48,Buy,697559,365600656.635366,,-0.2402,195,Health,Technology,,,,,,,,
CTT,"CatchMark Timber Trust, Inc.",11.49,-0.17376195,-0.02,Neutral,517447,562829545,,-0.1208,25,Finance,,,,,,,,,,
CTVA,"Corteva, Inc.",42.63,-1.81943805,-0.79,Sell,7067464,31298307334.7412,26.24763301,1.6546,21000,Process,Industries,,,,,,,,,
CTXR,"Citius Pharmaceuticals, Inc.",2.045,-1.68269231,-0.035,Neutral,9053292,298527901.206897,,-0.3167,10,Health,Technology,,,,,,,,,
CTXS,"Citrix Systems, Inc.",110.84,3.03988101,3.27,Sell,7541915,13769883735.7681,38.95604586,2.9496,9000,Technology,Services,,,,,,,,,
CUBE,CubeSmart,52.675,-1.3392021,-0.715,Buy,2217357,10659515338,58.36279275,0.91,3111,Finance,,,,,,,,,,
CUBI,"Customers Bancorp, Inc",39.57,4.90455992,1.85,Buy,647287,1281037430.4719,6.64121747,6.0033,830,Finance,,,,,,,,,,
CUE,"Cue Biopharma, Inc.",12.165,2.31286796,0.275,Neutral,816391,383298978.802642,,-1.4441,50,Health,Technology,,,,,,,,,
CUEN,"Cuentas, Inc.",3.006,-8.0733945,-0.264,Sell,336015,44776443.3437086,,-0.872,3,Technology,Services,,,,,,,,,
CURI,CuriosityStream,Inc.,11.02,-5.24505589,-0.61,Sell,2248279,579595588.77235,,-0.9865,54,Consumer,Services,,,,,,,,
CURO,CURO,Group,Holdings,Corp.,16.985,2.50452625,0.415,Strong,Buy,646396,703682442.169384,4.8761815,3.5516,3900,Finance,,,,,,
CUTR,"Cutera, Inc.",47.35,-5.63969709,-2.83,Buy,452297,849574814.351777,155.13784461,0.4092,323,Health,Technology,,,,,,,,,
CUZ,Cousins,Properties,Incorporated,37.55,1.45906512,0.54,Neutral,2497435,5572827448,57.37027399,0.6535,316,Finance,,,,,,,,
CVA,Covanta,Holding,Corporation,20.0925,0.21197007,0.0425,Strong,Buy,2757640,2672487116.08769,,0.0011,4000,Industrial,Services,,,,,,
CVAC,CureVac,N.V.,55.14,-18.28689982,-12.34,Strong,Sell,2532705,10268160659.8723,,,554,Health,Technology,,,,,,,
CVBF,CVB,Financial,Corporation,19,-1.50336962,-0.29,Strong,Sell,1722013,2582016480.87231,12.16596343,1.5668,,Finance,,,,,,,
CVET,"Covetrus, Inc.",20.4,-3.4548036,-0.73,Sell,3048282,2807378806.97509,,-0.7296,5657,Technology,Services,,,,,,,,,
CVGI,"Commercial Vehicle Group, Inc.",9.72,7.76053215,0.7,Neutral,987014,320538327.943417,21.99617042,0.4353,7740,Producer,Manufacturing,,,,,,,,,
CVGW,"Calavo Growers, Inc.",35.98,-7.69625449,-3,Sell,2500293,636267792.317269,84.02024584,0.4194,3971,Consumer,Non-Durables,,,,,,,,,
CVI,CVR,Energy,Inc.,14.01,4.86526946,0.65,Sell,2242216,1408433685.26638,,-2.0697,1423,Energy,Minerals,,,,,,,
CVII,Churchill,Capital,Corp,VII,9.72,0,0,Sell,283664,1676700046,,,2,Finance,,,,,,,
CVLT,"Commvault Systems, Inc.",78.53,0.53770324,0.42,Buy,790309,3602246577.38264,,-0.415,2671,Technology,Services,,,,,,,,,
CVM,Cel-Sci,Corporation,11.37,-0.95818815,-0.11,Sell,2149381,489230031.461126,,-0.8481,,Health,Technology,,,,,,,,
CVNA,Carvana,Co.,343.95,4.31578309,14.23,Strong,Buy,2562253,59359952994.8933,,-1.1572,10400,Retail,Trade,,,,,,,
CVS,CVS,Health,Corporation,85.17,1.64697458,1.38,Buy,17135678,112388179001.171,15.70031019,5.4795,300000,Retail,Trade,,,,,,,
CVV,CVD,Equipment,Corporation,4.465,-5,-0.235,Sell,122508,29845315.1065934,,-0.9991,130,Electronic,Technology,,,,,,,
CVX,Chevron,Corporation,97.59,1.58217966,1.52,Sell,45875470,188730466737.583,52.74347686,1.8674,47736,Energy,Minerals,,,,,,,,
CW,Curtiss-Wright,Corporation,120.27,6.04884931,6.86,Buy,559085,4917118700.9329,19.84731506,5.8194,8200,Electronic,Technology,,,,,,,,
CWBR,"CohBar, Inc.",1.1195,-5.12711864,-0.0605,Strong,Sell,1618022,72105871.5371682,,-0.295,12,Health,Technology,,,,,,,,
CWCO,Consolidated,Water,Co.,Ltd.,11.725,-0.97128378,-0.115,Strong,Sell,186855,178345452.552743,144.16058394,0.0838,102,Utilities,,,,,,
CWEN,"Clearway Energy, Inc.",31.265,0.4659383,0.145,Buy,2023335,6251915241.34015,81.8748377,0.3851,301,Utilities,,,,,,,,,,
CWH,"Camping World Holdings, Inc.",39.27,-1.03326613,-0.41,Neutral,2281561,3438853839.44865,7.05184056,5.5988,11947,Retail,Trade,,,,,,,,,
CWK,Cushman,&,Wakefield,plc,18.26,1.2195122,0.22,Buy,3327855,4076515077.35285,,-0.1329,50000,Finance,,,,,,,
CWST,"Casella Waste Systems, Inc.",74.74,-1.54129891,-1.17,Buy,724764,3840613723.43863,40.52256022,1.8736,2500,Industrial,Services,,,,,,,,,
CWT,California,Water,Service,Group,59.5,-3.76839722,-2.33,Neutral,1084561,3066332561.1673,20.50035691,2.9419,1192,Utilities,,,,,,,
CXDC,China,XD,Plastics,Company,Limited,0.415,-24.40801457,-0.134,Strong,Sell,2863873,29277768.911007,,,,Producer,Manufacturing,,,,
CXP,"Columbia Property Trust, Inc.",19.04,0,0,Strong,Buy,12280344,2188820815,,-0.6716,160,Finance,,,,,,,,,
CXW,"CoreCivic, Inc.",8.965,0.73033708,0.065,Sell,2615686,1057303099,,-0.9213,12415,Finance,,,,,,,,,,
CYBR,CyberArk,Software,Ltd.,163.3,0.67196844,1.09,Buy,882725,6492752503.76726,,-1.0627,1689,Technology,Services,,,,,,,
CYCC,"Cyclacel Pharmaceuticals, Inc.",5.72,1.96078431,0.11,Sell,983705,52819107.1675127,,-2.8761,,Health,Technology,,,,,,,,,
CYCN,"Cyclerion Therapeutics, Inc.",3.14,-3.97553517,-0.13,Strong,Sell,1619777,135888993.931973,,-1.9972,34,Health,Technology,,,,,,,,
CYH,"Community Health Systems, Inc.",11.1,-1.9434629,-0.22,Sell,3085559,1466067022.88136,3.64469877,3.1477,70000,Health,Services,,,,,,,,,
CYRN,CYREN,Ltd.,0.60155,0.25833333,0.00155,Sell,110255951,45501366.1108962,,-0.2981,222,Technology,Services,,,,,,,,
CYRX,"CryoPort, Inc.",65.435,0.32965348,0.215,Buy,688619,3011480401.96421,,-1.9007,625,Transportation,,,,,,,,,,
CYTH,"Cyclo Therapeutics, Inc.",6.73,-5.21126761,-0.37,Sell,384190,43328897.8494624,,-3.5187,8,Health,Technology,,,,,,,,,
CYTK,"Cytokinetics, Incorporated",33.355,12.99119241,3.835,Strong,Buy,3916275,2785565251.36558,,-2.1862,184,Health,Technology,,,,,,,,
CYTO,Altamira,Therapeutics,Ltd.,2.255,-12.25680934,-0.315,Sell,524459,30765259.0440529,,-1.4147,9,Health,Technology,,,,,,,
CYXT,"Cyxtera Technologies, Inc.",9.06,-7.07692308,-0.69,Strong,Sell,1878495,1503767305.80723,,-0.4474,3,Finance,,,,,,,,,
CZOO,Cazoo,Group,Ltd,9.0276,0.30666667,0.0276,Sell,1176034,6790135143.30553,,-0.0719,3,Finance,,,,,,,,
CZR,"Caesars Entertainment, Inc.",108.7,4.32863039,4.51,Buy,6376168,23199800792.2417,,-29.1322,21000,Consumer,Services,,,,,,,,,
D,"Dominion Energy, Inc.",74.845,-3.1759379,-2.455,Strong,Sell,11530334,60364313072.1806,27.07497133,2.7922,17300,Utilities,,,,,,,,,
DAC,Danaos,Corporation,83.4,-1.859261,-1.58,Buy,960746,1717959497.50208,2.307088,36.7951,1296,Transportation,,,,,,,,,
DADA,Dada,Nexus,Limited,21.935,-14.94765413,-3.855,Sell,8624731,5206125376,,-1.5124,2440,Technology,Services,,,,,,,
DAKT,"Daktronics, Inc.",5.48,-1.26126126,-0.07,Sell,413737,248557652.618117,35.63291139,0.1587,2117,Electronic,Technology,,,,,,,,,
DAL,"Delta Air Lines, Inc.",40.515,2.93445122,1.155,Sell,35603638,25926149990.3507,,-10.4869,74000,Transportation,,,,,,,,,,
DAN,Dana,Incorporated,22.7363,6.24439252,1.3363,Neutral,3090524,3301965780.63541,15.80345286,1.443,38200,Producer,Manufacturing,,,,,,,,
DAO,"Youdao, Inc.",12.335,-13.49929874,-1.925,Strong,Sell,1854738,1543125714,,-2.8172,1863,Technology,Services,,,,,,,,
DAR,Darling,Ingredients,Inc.,77.26,9.41792947,6.65,Strong,Buy,6408286,12521512755.9959,26.20605485,3.0364,10000,Process,Industries,,,,,,
DARE,"Dare Bioscience, Inc.",1.675,1.51515152,0.025,Buy,6873772,118124313.892216,,-0.8047,23,Health,Technology,,,,,,,,,
DASH,"DoorDash, Inc.",221.98,5.51884774,11.61,Strong,Buy,14133807,75015161897.2324,,-1.7553,3886,Technology,Services,,,,,,,,
DAVA,Endava,plc,137.015,-1.2148522,-1.685,Buy,567018,7610815265,180.23705231,0.8031,6624,Technology,Services,,,,,,,,
DBD,Diebold,Nixdorf,Incorporated,10.1,2.22672065,0.22,Sell,1873518,791373471.460565,,-2.4548,22000,Electronic,Technology,,,,,,,
DBI,Designer,Brands,Inc.,12.815,3.51373183,0.435,Sell,5892738,935493712.431334,,-1.5908,11400,Retail,Trade,,,,,,,
DBRG,"DigitalBridge Group, Inc.",6.46,-0.15455951,-0.01,Neutral,6936511,3181137594,,-1.5839,350,Finance,,,,,,,,,,
DBX,"Dropbox, Inc.",31.01,-1.64922296,-0.52,Buy,9616893,11954874517.856,,-0.4155,2760,Technology,Services,,,,,,,,,
DCI,"Donaldson Company, Inc.",60.3,1.03887399,0.62,Neutral,2108620,7572758537.51239,27.02919904,2.2699,,Process,Industries,,,,,,,,,
DCOM,"Dime Community Bancshares, Inc.",31.69,-2.49230769,-0.81,Neutral,553953,1298380275.99875,19.52346219,1.6479,502,Finance,,,,,,,,,,
DCP,"DCP Midstream, LP",27.905,1.73168064,0.475,Strong,Buy,2255288,5814357630.25845,36.40010698,0.7488,,Industrial,Services,,,,,,,,
DCPH,"Deciphera Pharmaceuticals, Inc.",30.94,-5.64196401,-1.85,Strong,Sell,1191710,1795801232.97552,,-4.5022,350,Health,Technology,,,,,,,,
DCRN,Decarbonization,Plus,Acquisition,Corporation,II,9.9,0,0,Strong,Buy,341126,498093767.017189,,,,Finance,,,,,
DCT,"Duck Creek Technologies, Inc.",49.74,1.67620605,0.82,Buy,1964054,6551371218.57602,,-0.2082,1463,Technology,Services,,,,,,,,,
DD,"DuPont de Nemours, Inc.",71.12,0.89374379,0.63,Sell,9703735,37199793757.5649,7.00744685,10.0159,34000,Process,Industries,,,,,,,,,
DDD,3D,Systems,Corporation,30.72,-0.6146878,-0.19,Buy,7152841,3847235673.47242,,-0.4852,1995,Producer,Manufacturing,,,,,,,
DDOG,"Datadog, Inc.",143.9,4.92161867,6.75,Strong,Buy,9409496,44611289285.4561,,-0.1763,1085,Technology,Services,,,,,,,,
DDS,"Dillard's, Inc.",206.81,6.93381593,13.41,Buy,913238,4263025988.87699,9.90287574,20.5304,29000,Retail,Trade,,,,,,,,,
DE,Deere,&,Company,355.89,-1.97758008,-7.18,Sell,5757048,110347770484.617,20.8471679,17.397,69600,Producer,Manufacturing,,,,,,,
DEA,"Easterly Government Properties, Inc.",21.16,2.61881668,0.54,Sell,2827460,1914102575,82.01856148,0.2602,45,Finance,,,,,,,,,,
DECK,Deckers,Outdoor,Corporation,439.47,5.6672277,23.57,Strong,Buy,2217710,12156964776.4811,28.19482055,15.633,3400,Consumer,Non-Durables,,,,,,
DEH,D8,Holdings,Corp.,10.91,10.31344793,1.02,Strong,Buy,4432419,470493736.26233,,-0.5646,,Finance,,,,,,,
DEI,"Douglas Emmett, Inc.",32.8,1.01632276,0.33,Sell,3533028,5741459535,118.55072464,0.276,700,Finance,,,,,,,,,,
DELL,Dell,Technologies,Inc.,100.75,5.78538429,5.51,Strong,Buy,13547904,77085453234.9537,20.77309673,5.0106,158000,Electronic,Technology,,,,,,
DEN,Denbury,Inc.,70.9,-0.70028011,-0.5,Buy,2723387,3552795436.69876,,-20.103,1319,Energy,Minerals,,,,,,,,
DENN,Denny's,Corporation,16.075,-1.07692308,-0.175,Buy,1366612,1032014923.15966,32.88618738,0.4805,3100,Consumer,Services,,,,,,,,
DESP,"Despegar.com, Corp.",11.77,4.25155004,0.48,Sell,1567772,766121299.509922,,-1.7510517,3577,Consumer,Services,,,,,,,,,
DFFN,Diffusion,Pharmaceuticals,Inc.,0.5347,-2.78181818,-0.0153,Sell,3510878,54488057.1338182,,-0.2255,12,Health,Technology,,,,,,,
DFH,"Dream Finders Homes, Inc.",19.61,-6.08237548,-1.27,Sell,1359496,1814346207.71538,18.67458341,1.0442,,Technology,Services,,,,,,,,,
DFIN,"Donnelley Financial Solutions, Inc.",34.555,-0.15891361,-0.055,Buy,544347,1161284077.8121,24.28174235,1.4608,2350,Technology,Services,,,,,,,,,
DFS,Discover,Financial,Services,124.99,3.73474977,4.5,Buy,5807854,37430561103.4747,7.89301939,15.629,17600,Finance,,,,,,,,
DG,Dollar,General,Corporation,221.075,1.38729649,3.025,Buy,4825956,51579055227.2912,20.78336335,10.5162,158000,Retail,Trade,,,,,,,
DGII,Digi,International,Inc.,21.04,-3.70709382,-0.81,Buy,420821,717695265.502383,65.64455569,0.3295,656,Electronic,Technology,,,,,,,
DGLY,"Digital Ally, Inc.",1.2981,-9.22377622,-0.1319,Strong,Sell,2561513,66869924.2826865,3.44916345,0.3886,86,Electronic,Technology,,,,,,,,
DGNS,Dragoneer,Growth,Opportunities,Corp.,II,9.93,0.50607287,0.05,Sell,2782430,350052338.936364,,-0.053,,Finance,,,,,,
DGNU,Dragoneer,Growth,Opportunities,Corp.,III,9.87,0.20304569,0.02,Sell,11841,531346569,,,2,Finance,,,,,,
DGX,Quest,Diagnostics,Incorporated,154.77,-0.10971989,-0.17,Buy,4398082,18909914731.6432,9.30239501,17.0021,49000,Health,Services,,,,,,,
DHC,Diversified,Healthcare,Trust,3.465,-0.43103448,-0.015,Sell,3521813,812857314,,-0.9455,,Finance,,,,,,,,
DHI,"D.R. Horton, Inc.",90.7,1.23897756,1.11,Neutral,10730445,32487284944.4314,8.88229753,10.1165,9716,Consumer,Durables,,,,,,,,,
DHR,Danaher,Corporation,323.105,-2.08642686,-6.885,Buy,7450423,230664516547.445,43.35297097,7.6411,69000,Health,Technology,,,,,,,,
DHT,"DHT Holdings, Inc.",5.67,-2.40963855,-0.14,Sell,6894907,952096094.405217,13.60946746,0.4382,18,Transportation,,,,,,,,,,
DHX,"DHI Group, Inc.",4.45,2.53456221,0.11,Strong,Buy,463193,223566950.413793,,-0.4712,524,Technology,Services,,,,,,,,
DIN,"Dine Brands Global, Inc. Common Stock",81.68,3.66797817,2.89,Buy,596462,1402937108.98789,21.4484755,3.7232,3447,Consumer,Services,,,,,,,,,
DIOD,Diodes,Incorporated,95.14,1.61273096,1.51,Buy,816227,4277826113.84182,29.66311114,3.2547,8939,Electronic,Technology,,,,,,,,
DIS,Walt,Disney,Company,(The),183.2429,-0.4763741,-0.8771,Buy,22085065,332975552065.299,301.76730486,0.6177,203000,Consumer,Services,,,,,,
DISCA,"Discovery, Inc. - Series A",27.135,3.7667304,0.985,Sell,26441177,13461147135.6546,12.98053646,2.442,9800,Consumer,Services,,,,,,,,,
DISH,DISH,Network,Corporation,42.931,0.42339181,0.181,Buy,7401730,22662814213.1212,10.3498086,4.8211,13500,Consumer,Services,,,,,,,
DK,"Delek US Holdings, Inc.",17.065,4.4369645,0.725,Sell,3508831,1263871077.39317,,-7.6054,3532,Energy,Minerals,,,,,,,,,
DKNG,DraftKings,Inc.,59.665,-4.47486391,-2.795,Buy,33055657,24070158950.0569,,-4.561,2600,Technology,Services,,,,,,,,
DKS,Dick's,Sporting,Goods,Inc,133.945,1.42738149,1.885,Buy,6139587,11865954718.2991,11.13834559,14.8222,50100,Retail,Trade,,,,,,
DLB,Dolby,Laboratories,96.315,1.6731764,1.585,Buy,1102624,9765134409.41569,34.06433268,2.8995,2289,Technology,Services,,,,,,,,
DLPN,"Dolphin Entertainment, Inc.",12.39,-2.97572435,-0.38,Buy,1368083,94664599.7294118,,-0.7107,163,Consumer,Services,,,,,,,,,
DLR,"Digital Realty Trust, Inc.",156.39,0.65649739,1.02,Buy,4853560,44266629063,87.55822437,1.786,2878,Finance,,,,,,,,,,
